id,text,polarization_pred,polarization_gold
eng_01743ae7a61f2d630ee79da8cd2d2a0f,"Palestinian Muslims, Palestinian Christians, No Palestinian should be killed, tortured or be but in prisons. By the apartheid state of Israel.",1,1
eng_02fdc210c75b2ec254444748b32406bb,November 3rd was a stolen election,1,1
eng_04554b2619fc421fca3a311f39c8a642,Radical left activist Obama judge no more Democrats on the court to extreme,1,1
eng_0563bec36b7e55eec87074991543adb1,"Iran and Hezbollah are targeting military targets in line with the rules of engagement, ironically enough its Israel using human shields to protect their military targets.",1,1
eng_06110f248b7d943fdfe237bfb137d17c,They only look like theyre further left because of how extreme right your party has shifted,1,1
eng_06347e2e2f897b8818270eb9bb6d470a,mike pence is not a real person,1,1
eng_06885388dc820081cb54d0633b2d7bc8,Christian nationalism is intrinsically fascistic,1,1
eng_077cf5b26aea6ff551bd0959be4dbeba,"Hamas started it, Hamas could stop it in a sec, its all Hamas fault. Simple enough.",1,1
eng_07aec08c252f14b4bc87db4ae8f9a1ff,"Probably He sucks Putins dick constantly and we all know where musk stands on Ukrainian sovereignty and independence after he said they should give up all their land for ""peace""",1,1
eng_089a92875dae775b3a150bdf28bacec7,Zionism ZionismIsTerrorism IsraelTerrorism IsraelKillsBabies IsraelIsCommitingGenocide FreeGaza FreePalestine ZionismIsRacist ZionistsAreBigots,1,1
eng_08f8b6321f73eae8c2958d66461b26c8,Was given an open court layup to end Trumpism with the second impeachment and missed the rim by 10 feet. Bon Voyage Coward.,1,1
eng_0917a33dc6701ea02574f13783d7ad33,"If your ""patriotism"" only extends to those who agree with you, its not patriotism its nationalism.",1,1
eng_0a91145ee26fc4466fe79078229e6196,The woke mob has finally come for having a little smoke while you gamble.,1,1
eng_0f5806ce1f19f1f8e351b3ba437daabf,right well enjoy the ban on xenophobia then,1,1
eng_10308dc6a57982d5ced835ac8414feda,Pro Palestine protested Kamala because she was the vice president in an administration that enabled Israeli ethnic cleansing and genocide! Trump was not the president,1,1
eng_104947d9303e83c560dd0fa61f597c33,Joe Biden is living rent free in Drumpfs head.,1,1
eng_11b6e8ca3db05a53b0645f7556bd2575,Cox came early! He really couldnt wait to be the epitome of complete racist xenophobia trash.,1,1
eng_11fa261f3bff86a489efd05c260a8a55,Mike Pence needs to be Chaneyd!,1,1
eng_122a5213a0891c1ea6bc5724cdbd2634,So where are all the second amendment people now that we have a tyrannical government? Seems about time for that well regulated militia part.,1,1
eng_12527a792b53a97a2986c909801780cd,Sound familiar? trump fascism nazis Germany immigration,1,1
eng_1355bd19bff5648f15c0af5945860ce4,If the radical left takes the pole for next weekends Daytona 500!,1,1
eng_14040cc20044ac556adafb2f94bbf7d6,Stephen Miller daydreaming about mass deportation.,1,1
eng_1502b2534ea8152b043e6f285afb9182,ha ha corporate narrative peddlers are the enemy of the people,1,1
eng_163ce99477bb7c3360bed270b8a993d9,"Jimmy Carter, I believe, is probably the only President of the United States who never knowingly or intentionally lied to the American people. America loves liars. We love to be lied to. Our entire national identity is built on a foundation of outright lies maliciously whitewashed history.",1,1
eng_16d947e688dc4373b262c9312a4e2a51,"Its not ""the antigenocide wing"". There isnt a genocide except via twisting that term. Use of it reflects preexisting ideological commitment hatred of Jewish selfdetermination. Amnesty said in 2022 Israel shouldnt be a Jewish state. This is just a rhetorical escalation of propaganda",1,1
eng_17d3b1b6f4e1d0aad2be546991f59629,The corporate press is the enemy of the people,1,1
eng_183614f751ac481833ca7d19a35f7581,Another detachment from reality by the anti immigration fucks. Everyone TOLD YOU what would happen if Britain left. Reap,1,1
eng_18588a9f2a9775ac5ddc11ae2d886fc5,"Zionism does not speak for all jews. ZionismIsrael is the cancer, not Judaism as a whole.",1,1
eng_1900027792f64690e0ba3973166bea62,"So the ethnic cleansing is cancelled, then? You gotta be more clear than this.",1,1
eng_19303dcafb475e59b2a0a941b42d3155,Let those red states enjoy the fruit of their votes! Its FO time of FA.,1,1
eng_195f1eb1c477c7c42a091e3c6eb4d806,Mail in ballots is equal to cheating opportunity,1,1
eng_1a22bf6feacaa504ba151f6466c80a3c,Happy insurrection day! The day where a bunch of idiots followed their cult leader Into attempting a coup. jan6 trump embarrasing election,1,1
eng_1c24b4b8e46174f044ebf2142fb5dea4,Trump loathes her as well. Now she is the target of a Chinese election fraud campaign. And china is trumps back pocket now,1,1
eng_1da4aec22865e58088ead79843f559cf,They think that the Right is going to smite their human shields and forget about them in the process,1,1
eng_1ec3ca022e0c0f55694d2bd7b2038e5f,Mike pence is a Benedict Arnold,1,1
eng_1f0c6e128f4771c44fa9292ae3c094d7,"After stealing credit for the hostage release that Carter brokered, Reagans FIRST EO, was to remove the solar panels and doom the US to fossil fuel dependency and all the war death and violence because of it. Republicans are vile sociopaths. PERIOD. Capitalism is destroying US.",1,1
eng_1fbc9794ed2812edc299ecdb71ad975e,The medical field has been coopted by the radical gender ideology,1,1
eng_1fbeb8eeabb18aac9f5e017fcaa935a0,They should move on from Kathleen Kennedy and the woke mob.,1,1
eng_2089d547da78ffd2535375a305bfdefc,"MAGA white men being, well, MAGA white men",1,1
eng_20fc527d9dc4c6c7b0a18721cf8d8a83,USA taking in 100k refugees like we not a country full of poor refugees,1,1
eng_215567b15a128e428d09b77a4e7e1070,Zionism Apartheid and illegal settlements and genocide. AntiZionism Humanity and truth. FUCK ZIONISM. ITS RUINING AMERICA.,1,1
eng_21603c0a8de89770153b21024db14f82,"Agreed. If blue states seceded, wed be rid of them.",1,1
eng_21be788954d962134e4925b2d34fcbaa,"In the absence of gender ideology, there are still gays and lesbians...",1,1
eng_2303709352b81ad43bf974010b0856ba,Never cave to the WOKE mob!,1,1
eng_23e9f7aa08bc3fac81fc320280116d98,"teh shared values in this case are, colonization, ethnic cleansing, massacres, and cultural genocides.",1,1
eng_24265395eb22119e655e553ebac28802,"Stop with the xenophobia, a hole",1,1
eng_24389811e3a33054d32de6e887e3fb36,The dystopian future novel based on Conservative Values these days is just writing itself. Maybe Nick Cage can,1,1
eng_245573d57e3e5ffffd2349229a6db47c,A lot of lying by the radical left.,1,1
eng_24e9fe67e892467671e40459e02a6700,Not voting to fund a purely defensive system like Iron Dome is radical left and not a centerist Democrat position. Not voting for Bidens infrastructure bill is radical left and not a centerist Democrat position.l,1,1
eng_25d7526f9e24bf003dcd11bf06dc521c,There are some clowns around who will tell you that hospitals are a legitimate target and civilian casualties patients medics are collateral damage.,1,1
eng_26cbaa58699e7864ecb9768e9483c649,"Come on, Jen. There is NOTHING that these clowns think is disqualifying, including insurrection.",1,1
eng_2723300f11f7e750e3c99a551625780d,"Easy, we didnt learn our history, ignored centuries of political wisdom, lost our national identity as e pluribus unum, and did not heed the founders many warnings to jealously guard our liberty against foes foreign, and especially, domestic. Teach your children well! GWashingtons farewell address",1,1
eng_272d286b54bdfa993a95439a1e162761,Oswald Galloway lining up with the extreme right again.,1,1
eng_2892d69934443a0823e9d19eb7661987,"I truly hate these people, anyone supporting this government is now supporting the Russian aggression by default",1,1
eng_289c1c1c61a994560ca71a0ed18692c9,MAGA was definitely duped. The only deep state is Trumpmusk and allegiance to Putin,1,1
eng_28b2caee950c9f36bf977347ad53c567,Defund the Stockton Police Department DefundThePolice,1,1
eng_28d321f0cf8a5596b2a96266932b55e7,NO PUTIN NO RUSSIA ASSASSIN PUTIN ASS HOLE PUTIN,1,1
eng_2904cec56df346e92acfeddb1de6a146,WOW!!! CNN gets rid of Jim Costa to suck on rumps ass! Yes! Time to unfollow CNN EVERYWHERE!!!,1,1
eng_2aec71e47c52306bfddaf3f450f13b63,So CNN is now an extreme right wing misinformation organization CNNIsTheNewFox under ChrisLicht GOPSeditiousTraitors,1,1
eng_2b4f93a36ba95cab5d471fa75de0b6d3,"Support the asexuals? Whats next, supporting xenophobia?!",1,1
eng_2c44d1c411d0454a98763b47bc92e012,Fuq Colonialism Fuq Capitalism Fuq Organized Religion,1,1
eng_2d17d8404b764ba0c0b27432892a7653,stonewall sjw capitalism in a pile of trash,1,1
eng_2d99d27a042091f9c0c615ae22bef1b2,Why are we talking about this four years after the insurrection? Why didnt we do something about it during the four years Trump MAGA were not in power? Why dont we ever do anything about gun control in between school shootings? Am I the only one who sees this?,1,1
eng_2e8f1b1e9939b8082a6d3d89f44c4c47,"Of course, not helping the Red states",1,1
eng_2f8a79afc0d5c5531a9860e6915f145b,Remind me which oligarch now owns CNN?,1,1
eng_2ff616aa2df9018435397492ec2ebff5,Kolakowskis believed his ConservativeLiberalSocialist International could never exist. Perhaps the formation of the BigotIdiotThief Axis will create it.,1,1
eng_30aede71e70a1df6d6668b9c86bcb2ec,Hamas is responsible for his crime,1,1
eng_312ea483f14caf47be8be7edf5fc4f09,Utterly disgraceful to have this kangaroo court keep the prime minister of the only Jewish state from commemorating the holocaust. This is a stain on the ICC which has been infiltrated by and politicized by partisans.,1,1
eng_31d213aa48919a620b7cb0e5010dcdbd,Illegal immigration hurts the working class people people of color the most. Illegals should return to their home countries.,1,1
eng_333322a28c64097aa5cfff452610cca9,Another rigged election by the russians,1,1
eng_33f659122469ca92b31b4c01fd70fcd1,How did the Christian faith go from being pretty socialist I think to bring fascist.,1,1
eng_3404a574b9fe18b80b7394afc9ff3edd,Never. Ever. Forget. insurrection treason notmypresident,1,1
eng_344b089cbfc771ee685d596fde02dfb1,"Yes, this is what happens when you start a war, civilian casualties. That happens in every war, not just the ones the Jews are involved in. Complain to Hamas.",1,1
eng_3574e5173ddfced292428337d2484af3,The GOP intended this to happen.,1,1
eng_35ba757e9b96d5303773974f64588596,Wake up!! fascist Trump authoritarian USA,1,1
eng_35d1b3d76f680c08ddf3263db516bf0d,It is wild that they all bellowed about a deep state conspiracy to investigate them as political enemies and then within a month theyre using the apparatus of the executive branch to investigate their political enemies. Every accusation really is a confession with these folks.,1,1
eng_365f5320ee9cad05590c5bcbbeae770c,forever waiting for the fall of capitalism,1,1
eng_36adbccf0b935cfc6c48bdace145f4a2,Hes worried about deportation hence the ass kissing gibberish,1,1
eng_37cade6b727b8ee9c4c095862ef79f56,Impeachment. Start with Orange Face and dont forget MTG,1,1
eng_37e669e66a992d17a878d2671d71f530,Hard life being a traitor,1,1
eng_386cbdc160964143fdf44f765111dc76,"a sign at my kids ""Witches, we need you. H3x on NRA, Curse for Trimp, Love Potion for all Earths Peoples""",1,1
eng_38fbd6a81fe0bbdcb568a401e642e364,Gender ideology is a pedophile movement,1,1
eng_38fe24396ed866fbfefc46d36886fc6b,So youre a socialist? Good to know. Its never worked. Move somewhere else to try it.,1,1
eng_3a336fc6bc6fda586663750599d8d928,So NOW you want to defund the police?,1,1
eng_3a45fe1a4c886c3865766488edd24941,Expect a Russian statement that the civilians killed in the Ukrainian humanitarian convoy were human shields,1,1
eng_3a9d1ee4585e930f0ae17816dea8a2f2,Breaking news from the future Liberals blame s Twitter buyout for with election interference.,1,1
eng_3b299ad4036e414868c7d324125add10,Open borders and fentanyl for everyone!!,1,1
eng_3b621699a87d7f00db36dfc9aaabb2c5,No jail time for voter fraud? Weak.,1,1
eng_3c47b3dcd19aae41a3fa4b93b7c00ae5,You have been recognized as an enemy of the people. WeSeeYou,1,1
eng_3cde562d4c1661891c07342047c8e923,"Because its about being racistanti immigration or ""tax savings"" or a little bit of both.",1,1
eng_3d6e3e77ac491ed2f023a49bb0606673,Nuff said CNN bent the knee,1,1
eng_3f449cb952887873a1aa75acf82999a6,Trumpism is a subsidiary brand of Putinism,1,1
eng_41f86e299ff7c964ff63a517bd0327a0,Defund the police and use the money to help the community. DefundThePolice,1,1
eng_425bc5c624b2e16a825c2ef4e264a03c,Leftist are anti imperialism and anticolonialism and thats what Israel is its a colonial settler apartheid state,1,1
eng_43b22ccd81b11d91d13b7e073a04d39c,If theres no uprising against Trump Elon soon then Americans dont deserve the second amendment.,1,1
eng_4565d7025dc42f1f117beec09a559dcc,Putin said Fuck yo sanctions,1,1
eng_466c6b326106e7e725bfff25f476a043,"Uutoni Nuyoma is an enemy of the people, at all fronts.",1,1
eng_470bbf158e3da07e45518441e62ae8da,So Trump has officially declared insurrection invasion of the Capitol a lawful action. So Democrats you know what to do next.,1,1
eng_47bd827528d0a6de0a0451b16447f059,they dont teach history at the moskva institute of trolling and populism?,1,1
eng_47e827da8cb57104aa95580b53731fbc,"Why are marxists surprised that anarchists are against statism? Literally ""why are anarchists like this?"" Can be answered with theyre anarchists. Theyre against the state even state socialism.",1,1
eng_48a60d93a01b2220539ec65dc488fdab,Illegal immigration. ILLEGAL That is the key word. What about ILLEGAL do you not understand.,1,1
eng_48fef3c83b80094d91527aee1b871924,Then stop justifying Israeli war crimes.,1,1
eng_4920abab255bfa8a111998e9d71d08fa,"Your captions attached to the parties are totally opposite of the truth. Everytime anyone opposite of your party spoke out, they were silenced. So how does it feel you socialist!",1,1
eng_495311e8b078a2a6f01b5cf2463d6845,"""Gender Ideology"" the existence of trans people. Call it what it is, a call to eliminate trans people entirely.",1,1
eng_497ea7dcdc8ba6e55a61f40fb9079e38,zionism is FASCISM. say things right. also if they are inconvenient,1,1
eng_49d5f108d4befd22bafe6b37127d705d,I propose no president should be allowed to play golf anymore. Fuck golf. And capitalism. Especially capitalism. But golf courses are fucking terrible too.,1,1
eng_4a6517e51bfeff6179e365296341e762,"So the MAGA went from Regular MAGA to Super MAGA, Now Nuclear MAGA! Build the decontamination facility now! We knew they were dangerous!",1,1
eng_4c4b187238e95f8d798a4eba74093c6e,Donald Trump said next Thanksgiving hell pardon all turkeys involved in the insurrection,1,1
eng_4cd41da746fb54d7e3b5216527cfc879,Heres a plan. Defund the police.,1,1
eng_4d3d9f050541318255ba9149b5483c93,BankruptElon should be the mission of the MAGA resistance movement.,1,1
eng_4d67671ed1ad047bb288b634cbcee1ec,The woke mob of Twitter died suddenly today,1,1
eng_4d9eb595be46d2c3b7e32a9927796919,Bye bye demonizing Democrats REDWAVE COMING,1,1
eng_4dff901027debc3f70eb0d2e0d2c257e,Trumpism Died Tonight Im Great With That,1,1
eng_4ed5db54e0940f177fae87c094359750,The rigged election is connected to everything. SA correction is needed immediately.,1,1
eng_4ff956f8b0a455e6b282b8a08f5d6858,how truly and utterly deranged the radical left is.,1,1
eng_50d3a7fa883caa517ef2d4d7ae77cc43,the woke mob wants the NEXT little mermaid to have high blood pressure! not cool!,1,1
eng_50d762724c09069184bb07b66b200063,What a rotten traitor she became!!,1,1
eng_50fab97292034dc9b410e61f065d63d7,No one is watching their propaganda propaganda,1,1
eng_5162d30270281dbe3b4da9e36be55c80,Trump really wanted to seize all the voting machines in swing states pretend the election never happened,1,1
eng_516d5991c6873fc72d28efb9df7aad91,Repeal the Second Amendment. This country is absolutely broken.,1,1
eng_5279555aba8fa5171b7374415dbd8a22,"Scump gives new meaning to the term ""cryptofascist,"" formerly defined as a secret fascist. Hes openly fascist but accepts untraceable payments via crypto.",1,1
eng_55dd2d3e568f38b64fbee9850a08446b,they will lose the war as well. wokegender ideology is the future,1,1
eng_56522f6049d654ddce47a7fa5d650106,And covering up all possible evidence of election interference to boot,1,1
eng_56f16038da78d29040e7bd8d03b71c58,"That ""reporter"" is from FOX News. Hes part of the problem.",1,1
eng_57f5eb97c2e43e718335b240053ef524,I cant believe the roman empire embraced radical gender ideology by naming regions TRANS alpine gaul and CIS alpine gaul s,1,1
eng_57ff5e6b18bdf78bc9262d602a7a2ea8,bro Whoopi Goldberg better be thankful for the Ukraine Invasion covering up her extremely spicy Holocaust take,1,1
eng_5957a4fd9fffd0f37995f910a41f1c75,Not yett. Zionism will lose Israel crumbling,1,1
eng_5a5adaab88efa82226b3cbeb1b490a13,They fell into the Deep State and drowned.,1,1
eng_5adf91263a6923785259f00a1b04a4ad,"Lib shit lmao! Bro, youre the liberal in this circumstance You support American imperialism instead of Soviet imperialism. Thats liberal af",1,1
eng_5b5841a19b984a668eeba9821490f63b,i can only pray that denazification comes swiftly,1,1
eng_5b66f8de7242b3e59df3d1259f55ac15,"Libs think Kemi is ""Bad Enoch"" because of her open borders experiment gone wild. They like Good Enoch Sir Keir",1,1
eng_5c016f8342c6e7302c8057c894bcfd6f,I fixed a paragraph Open borders and a single undocumented billionaire immigrant are destroying America.,1,1
eng_5c640ab9d096a10f04b060dac944f636,"""Denazification"" Putin said. Give Ukraine whatever they need to end this so it doesnt embolden other tyrants.",1,1
eng_5c89253ec6539ca0be5bf03e6c8ce450,A stolen election may result in us getting nuked.,1,1
eng_5ca18e380ee097a8220ae047c31d7121,And also was a failure on day 1 in office regarding israel. Read history. Propping up an apartheid state didnt start on Oct 7,1,1
eng_5d03cae9627a7ffc672b840d7f7e98e0,Mike Pence is Judas x10,1,1
eng_5d7696eff840ed11b080db27f6da6957,At least he declared a state of emergency while he was in Daytona? When will the red states learn,1,1
eng_5e7a103ef94681776fb2658326a4d815,As if the destruction and ethnic cleansing visited on Gaza and the West Bank werent enough.,1,1
eng_609b651879327ceabbdcc2cc29ef6ee5,NATO expansion in Europe is bad. Russian expansion into Syria and Africa is good. Russian logic for the conditioned slaves.,1,1
eng_6156c2781e9f630e37f60e86444d76ad,When do they order all Palestinians to leave Gaza and the West Bank?,1,1
eng_619be160ebafa048b051c064f58ab95a,May his deportation be swift and merciless,1,1
eng_61c1a9aa2a1879fd460cd8b0410d6625,Extreme examples for extreme right wingers who need extreme education.,1,1
eng_61cb25cd5f0336fd5e74249e5b4bbe81,Crying Hamas while murdering children doesnt make them less murdered. Yes Hamas did terror. And what did Israel do? Murder tens of thousands. You saying Hamas Hamas Hamas does not change the fact that Israel been murdering Palestinians for 70 years,1,1
eng_627727cff7fde51d07183dda94ba627b,"Again, does this moron not realize that Canada, as the most populous state, would be entitled to 50 seats in the House and those seats would most likely lean blue? Hello gun control! Hello universal healthcare!",1,1
eng_6392118a28667ecfa4108625206f9b27,These Foreigners are Ass Kissers because they Scared of Deportation,1,1
eng_63a864304cbb5d0769991700c94f417e,"Praise for Kamala Harris for doing her job, highlighting the immaturity of the other side.",1,1
eng_644c17c9a5f57feffc4a08ec8ae88e15,I think he might be waking up to what a voteloser gender ideology is?,1,1
eng_645f8782e81c2bc9510310a614c5161a,"Why? GOP and ""independents"" voted for this.",1,1
eng_64672145aa8753cde8d190eac51ef9ea,Rigged Election noun When MAGAMORONS lose. see also MAGAmeltdown,1,1
eng_66a2ee100c3d00332701d7967c860848,"Biden is racist against Palestinians and believes in ethnic cleansing, hope this helps",1,1
eng_66b80d793e26ae1ad6d4775b7ce0b846,The media is the enemy of the people,1,1
eng_674cda804599d93c54b68eafb92d3d76,Rothschilds zionism is the harlot.,1,1
eng_6812136ac979a979d2a5654fe41f014d,"Sounds familiar, this is Putinspeak. Did Macron already call for the denazification of Poland or is it coming next week?",1,1
eng_6819ef74c3d41cbb126b5bfc340ebd1a,Go live in Gaza if you dare.,1,1
eng_68a23921f5bf1efbcb17a1e8b4c3e727,Drop the Jewish state shit it only allows antisemitic to propagate by attaching Israels crimes to Jewish people as a whole,1,1
eng_6ab2e8a6c38d2e0012c3c0a12eddc0de,Yes. The Iranian theocracys use of its Gazan subjects as human shieldsdisposable martyrs amounts to actual genocide its aggression against Israel was attempted genocide. I hope they hang for this.,1,1
eng_6ba12b6d7cd49f00a201cb2c2b1ffbc0,"""relied"" should be ""replied"" but the intelligent radical left already knew that",1,1
eng_6bffde36263889437ca9313d188dc2b7,Voter fraud is treason! Republican or Democrat! Anyone who commits voter fraud is treasonous and they should be dealt with accordingly.,1,1
eng_6c4e49e93bf6e6a2929ac439a43f95b4,In the antivaccinewoke mobcancel culture team...,1,1
eng_6ccd7707b202e76e545eb3fec09a072b,"Tried to bake in that ""woke mob"" defense.",1,1
eng_6d15317a59344e70726d41fb5f2dd96a,"Free Palestine, fuck Israel forever",1,1
eng_6eab06e5263d42b5ff118e6e3dbd0276,"This. Vile. Genocide. Must. Stop. Middle East crisis live one child killed every hour in Gaza, UN says",1,1
eng_6f76615e88b51d62defe7692c24f9032,GOP Maga followers double standard like always,1,1
eng_723b00f5c85ed853c7668e4df7f71f5e,"Red states utilise the most federal funding for schools. And the lowest performing school districts. Yet they blame blue states for such supposed ""handouts"".",1,1
eng_72df8f1b4e6a876d3b6962d87ea77759,"Annexing Mexico, talk about open borders. I guess tRump doesnt realize that would make them all American citizens.",1,1
eng_735390f1e0263827c94478792961e771,"Not only genocide denial, but genocide justification. Get in the bin",1,1
eng_7401055ead5f0f6d5ebbd4791a18c0cf,Why are you Zionism splaining to Jews?,1,1
eng_7493a50e63bf06e299d0d8218efd5d3f,Not we only the woke mob.,1,1
eng_75776498442bf3041b40169fe69419f6,Defund the Tucumcari Police Department DefundThePolice,1,1
eng_761e7382077e7c01588e599d1f41331b,GOP Grand Old Party GOP Geriatric Oligarchy Party Am I wrong?,1,1
eng_76f31cd7c11cdcafbcbc77dce1d25758,The MAGA voter fraud was spelled out in Project 2025. Theyre doing everything else in Project 2025. Why wont democrats demand a hand count?,1,1
eng_79928f506a52729c38b843e68dcf0c21,"Trump has more felony convictions than nearly all those ""illegalsx. Illegal immigration is a misdemeanor.",1,1
eng_79f89b29f034bd3382d610a3133226e3,"Gas in Carefree, AZ last month Today? Bidenomics from hell!",1,1
eng_7ac19142d25541a96a0ee19efac53615,Tfw you aid genocide by voting for the most ridiculous definition of anti semitism known to man,1,1
eng_7b0f9a28c37f6848d81840433e01dfad,Arrest all those complicit in the USA coup attempt for SEDITION!,1,1
eng_7b753164fcd0b75fd2f3e3de42615e1b,"US Democrats ""fascism is bad"" 5 min later ""Hahahah ethnic cleansing""",1,1
eng_7c0a2bfce8d9a643c2c5dd73e2ef04fe,This is Russia on Stalins This is fascism! It can only be cured by military defeat and the denazification procedure.,1,1
eng_7c6380f4c695673607a82fc85a9cc6d2,Its America. Every downscale white guy thinks tomorrow they will be the next Elon Musk. Populism is entertaining that mass delusion by hurting the people blamed for its failure.,1,1
eng_7d134f24da3a8087a8eacbc19426b836,The real reason for the second amendment is to discourage the rich and powerful from oppressing the poor and powerless.,1,1
eng_7d14cca70f976a18525d64b5b545a34a,Hm.A democratic apartheid state? Shirley some mistake?,1,1
eng_7d5955be61c722f03dc1a34ce4149630,"Will you didnt .bsky.social or youd understand the TRUcuntMP team basically challenged the voting rights of 3,500,000 voters. One butch challenged 32,000 she never met from swing states. But Democrats couldnt do the same kind of campaign so fuck you comment on whites women.",1,1
eng_7d923ef7ac3d1072c42a8c867ac10424,Yes. Satania HAS committed war crimes.,1,1
eng_7dff28b19619a734129628041e5ce072,Youre going to lose a lot of business if you cave to the woke mob.,1,1
eng_7e364a53af28e439f458d95ccdd1a63e,Of course you did traitor,1,1
eng_7e4ae4f2de20154e805b27fc28582dc0,Kamala Harris is a disgrace to all Indians.,1,1
eng_7efbbc846aab1b5d5aba2468499185c2,"The United States should have stepped in and stopped Israel from bombing Gaza almost immediately. It was clear within about a month that Israel was moving far beyond ""defense"" and toward a vengeful collective punishment. By March, it was clear they were engaged in ethnic cleansing.",1,1
eng_7f7ac71feb9444cb3b3b24f87ad1f006,"""Less propaganda? Ridiculous we need MORE propaganda!""",1,1
eng_8002422350717d25bd4e070e5d10aec6,Fight like hell? All you do is support terrorists that are openly homophobic and name calling anyone who disagrees with you while advocating for the destruction of the only Jewish state,1,1
eng_80dbbd45bbb2238a075b5a9ead40c1e7,Soviet propaganda? Sounds just like standard capitalist apologetics.,1,1
eng_8138ad2b73a82a8e91d09b7d7ff43cd3,"Id prefer they targeted swing states so as to inflict maximum political damage. Besides, unlikely red state constituents would ever hold him responsible",1,1
eng_8193da8f814c3173b58f21e0c22b12bd,Hi apartheid state the one and only remaining 1.,1,1
eng_81cfd0914aa209bcd30b20ee153d74b1,Thats because it was never about the inflation. It was always about the white supremacy and Christian nationalism.,1,1
eng_823aec4cebe46e2d62f01fbb76266e63,And yet Socialism with all the handouts is Still Socialism.,1,1
eng_82460defd327ae282d7d509c605c744e,The only reason its this close is gerrymandering in the red states.,1,1
eng_82a4559879408aa2102ee9126caf4583,Stilettos save lives. Defund the police.,1,1
eng_83be7472497a0dbc736aed5298ca6bfe,the LIBERAL agenda is taking over capgc catGAYecter repulsBIvaan spideyymurdock,1,1
eng_863a679b501ff1cf627a06bf5c4c9a75,Kamala Harris lost cause she retarded asf.,1,1
